"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"1468","ENSG00000092531.10",1005.84972366533,0.0554384781170718,0.112583246586318,0.492422094743615,0.622420983012419,0.779222148986187,"ENSG00000092531","SNAP23"
"1469","ENSG00000092607.15",2818.11057990289,-0.168196057601023,0.143492934993331,-1.17215567169798,0.24113456189214,0.447727704582916,"ENSG00000092607","TBX15"
"1470","ENSG00000092621.13",198.772531908169,1.12988843176892,0.431064100740678,2.62116105198155,0.00876308533299436,0.0526418814166965,"ENSG00000092621","PHGDH"
"1471","ENSG00000092820.19",1659.60852333329,1.06697288880797,0.349542267276353,3.05248603301072,0.00226954292599366,0.0222299837464487,"ENSG00000092820","EZR"
"1472","ENSG00000092841.19",5261.85198137007,-0.13252071583343,0.178719035923022,-0.741503081353402,0.458388464154893,0.654438723069164,"ENSG00000092841","MYL6"
"1473","ENSG00000092847.14",681.679017276052,-0.333300611641698,0.141924519025341,-2.34843573140585,0.0188524523664275,0.0883020624331661,"ENSG00000092847","AGO1"
"1474","ENSG00000092871.17",318.990348317576,-0.242555399031989,0.236667234471089,-1.02487950887692,0.305420044361266,0.517261557582864,"ENSG00000092871","RFFL"
"1475","ENSG00000092929.13",151.99863186973,0.0459471082678185,0.319078168643623,0.143999536110967,0.885500835948688,0.941178461166445,"ENSG00000092929","UNC13D"
"1476","ENSG00000092931.12",588.330149274515,-0.347253621316657,0.127973306261989,-2.71348479975781,0.00665796226387082,0.0446037448898719,"ENSG00000092931","MFSD11"
"1477","ENSG00000092964.18",2069.82150062177,0.302528255421111,0.111252876396395,2.7192847971247,0.00654232512858597,0.0442905631581739,"ENSG00000092964","DPYSL2"
"1478","ENSG00000092969.12",415.877489984682,1.16839691942261,0.2813009855624,4.15354719460599,3.27360657332746e-05,0.00127331252333774,"ENSG00000092969","TGFB2"
"1479","ENSG00000092978.11",186.735680612866,0.243785422118207,0.206586767086327,1.18006310644445,0.237975116756111,0.443391638557124,"ENSG00000092978","GPATCH2"
"1480","ENSG00000093000.19",649.066507535201,0.079717101225111,0.134866574701168,0.591081232705324,0.554465993862446,0.732086453572892,"ENSG00000093000","NUP50"
"1481","ENSG00000093010.15",1278.19400316747,0.188743666037818,0.138309180280379,1.36465031211376,0.172362983537352,0.362426595288266,"ENSG00000093010","COMT"
"1482","ENSG00000093072.19",453.723714788633,0.709402594930734,0.300450188334413,2.36113213595706,0.0182192376222323,0.086274321476613,"ENSG00000093072","ADA2"
"1483","ENSG00000093100.13",389.181628281901,-0.59868663435829,0.266682426563835,-2.24494220362505,0.0247718431399789,0.105801151567372,"ENSG00000093100",""
"1484","ENSG00000093144.19",1153.51438568327,0.079245303868622,0.141154727365296,0.561407367275359,0.574519862832714,0.746546625824794,"ENSG00000093144","ECHDC1"
"1485","ENSG00000093167.18",4063.32457073977,-0.262902740062685,0.132546653155596,-1.98347324359871,0.0473145928833267,0.159313467062273,"ENSG00000093167","LRRFIP2"
"1486","ENSG00000093183.14",653.348485479116,0.234104897416359,0.163218727171433,1.43430169731977,0.151486186165184,0.333229495952543,"ENSG00000093183","SEC22C"
"1487","ENSG00000094631.22",1104.86969391632,0.0257151201600418,0.108486571532746,0.237035052327005,0.8126295971921,0.900231836389923,"ENSG00000094631","HDAC6"
"1488","ENSG00000094796.5",139.503770053774,1.35746540282937,0.654926610909522,2.07269849814807,0.0382003476407545,0.139895402250333,"ENSG00000094796","KRT31"
"1489","ENSG00000094841.14",215.905577302576,-0.0109014800933473,0.16360805453679,-0.0666316834107698,0.946874922072377,0.973623041623787,"ENSG00000094841","UPRT"
"1490","ENSG00000094880.11",454.210832950387,-0.166114051346835,0.12597823283244,-1.31859328085495,0.187305121222294,0.381565696236693,"ENSG00000094880","CDC23"
"1491","ENSG00000094914.14",953.88281447303,0.0798574222074353,0.0977662232841438,0.816820160632992,0.414031209164307,0.617489479684648,"ENSG00000094914","AAAS"
"1492","ENSG00000094916.16",1142.35570974311,-0.154960993909275,0.206218269676498,-0.751441635856844,0.452386913238646,0.650019743138801,"ENSG00000094916","CBX5"
"1493","ENSG00000094963.14",2007.93382621342,-0.35517256443502,0.245598282774963,-1.44615247477303,0.148134440255624,0.328465879918571,"ENSG00000094963","FMO2"
"1494","ENSG00000094975.14",351.237101391326,0.343626790326419,0.124780404945991,2.75385218115899,0.00588983632559068,0.0413640075281519,"ENSG00000094975","SUCO"
"1495","ENSG00000095002.15",436.113064316267,0.11939984746726,0.127345698948607,0.93760408441785,0.348447911596078,0.558626299365312,"ENSG00000095002","MSH2"
"1496","ENSG00000095015.6",423.034483040772,0.295820663349125,0.133277106208695,2.21959098426033,0.0264465448356119,0.110122920314417,"ENSG00000095015","MAP3K1"
"1497","ENSG00000095059.17",1633.24303659862,-0.263516421902458,0.145484846363347,-1.81129807323251,0.070094723793335,0.204253471577389,"ENSG00000095059","DHPS"
"1498","ENSG00000095066.12",577.36867478701,-0.324078903328824,0.159060098946622,-2.03746197490786,0.0416037687483761,0.146621972319227,"ENSG00000095066","HOOK2"
"1499","ENSG00000095139.15",1748.21966280969,0.140076267276201,0.0870039654310251,1.60999865445501,0.107398150041854,0.268149524471181,"ENSG00000095139","ARCN1"
