Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	0.691451466835577	891744.398897059	959388.046875	-0.105485719652797	0.771046109042087
O14908	GIPC1	0.691391350079383	26007.0345818015	25165.1499023438	0.0474173876666726	0.771046109042087
Q8TET4	GANC	0.693042085044419	10462.043643727	8709.33538818359	0.264364518088906	0.772658990547961
A0A0B4J1Y9	IGHV3-72	0.693371390755896	69846.979118796	52328.1684570313	0.416582386621724	0.772789103250994
O95168	NDUFB4	0.693679650426482	588961.968290441	675834.8203125	-0.198498341250567	0.772789103250994
Q6P6B7	ANKRD16	0.693735821828268	18107.3281824449	15188.5854492188	0.253491189196857	0.772789103250994
Q8TC27	ADAM32	0.693553685485779	2841.00969381893	2143.40509033203	0.405826289312001	0.772789103250994
P35080	PFN2	0.69399155187092	855225.582720588	809719.5	0.0788810064000825	0.772913252260399
P60201	PLP1	0.694149023748729	36457.4833122702	49017.8627929688	-0.427122040487029	0.772927940183318
Q9Y2C4	EXOG	0.694594637718257	33190.4779986213	29584.97265625	0.165856081481725	0.773263398640213
P62861	FAU	0.695778769799716	360967.758272059	404074.2421875	-0.162753978871794	0.774118803400761
Q15165	PON2	0.695796535070872	9858.74507836735	11109.6948242188	-0.172473118216908	0.774118803400761
Q86YJ6	THNSL2	0.695628116797116	11198.3360811121	10187.055480957	0.136405662334051	0.774118803400761
P00734	F2	0.696423725532441	150749.182904412	175722.919921875	-0.221160405093544	0.774551841250307
Q04759	PRKCQ	0.696474933601406	51309.885569853	54528.7763671875	-0.0878074307458874	0.774551841250307
O15120	AGPAT2	0.697801811187896	90959.5009191177	80437.8193359375	0.177332432180179	0.775866397371017
Q15643	TRIP11	0.697995589303961	5142.98638556985	4564.27972412109	0.171903074792843	0.775920807615962
P11678	EPX	0.69834288355732	50931.1205767463	41395.8403320313	0.299026803142937	0.776145814775221
Q9NRN9	METTL5	0.699762477345045	15052.0930606618	16430.8046875	-0.126526824526923	0.777562246657831
O43583	DENR	0.699970268875683	282199.480698529	295715.171875	-0.067497809396957	0.777631839561807
P04430	IGKV1-16	0.700502592300914	16753.2006835938	12061.8740234375	0.473863071952703	0.778061867500725
Q9C0D7	ZC3H12C	0.701992593223509	3929.44381893382	3432.09002685547	0.194817435115556	0.779555207690368
P82650	MRPS22	0.703165349702036	74528.1362591912	70088.3046875	0.088590870071751	0.780695705358302
P19793	RXRA	0.703414082200368	13440.9642118566	12748.4494628906	0.0762016851046984	0.780697474882643
Q6UB35	MTHFD1L	0.703458411659234	23492.2475298713	19726.2329101563	0.251996137206794	0.780697474882643
Q6IBS0	TWF2	0.703749499739704	431652.599264706	415943.1328125	0.0534809089314317	0.780858755199999
Q00013	MPP1	0.704213170992055	132273.848115809	147138.86328125	-0.153660301617277	0.781066367879293
Q9NUL3	STAU2	0.704228216699082	24892.3745404412	23962.50390625	0.0548649866829869	0.781066367879293
P35527	KRT9	0.705366085188717	1006891.19071691	1210335.0625	-0.265499895008954	0.782166449670039
Q96DB5	RMDN1	0.70703999733727	86721.7771139706	81414.1875	0.0910963754506077	0.783860361286373
Q7RTX1	TAS1R1	0.707878530973326	1668129.72759651	2083790.0703125	-0.320979145101935	0.784627620613306
A0A0C4DH36	IGHV3-38	0.70848762676137	86313.9779411765	65619.5458984375	0.395446616920108	0.785140301315816
Q5T2T1	MPP7	0.709296944312947	4948.94567153033	4048.57849121094	0.289349454791721	0.785856878613352
Q9BV81	EMC6	0.709427639532233	33239.6439568015	28799.1831054688	0.206826944857574	0.785856878613352
Q15813	TBCE	0.709733028797773	24026.4401999081	22651.646484375	0.0849433034081431	0.786032630818621
P43652	AFM	0.710267931680012	169421.425321691	142319.9453125	0.251468333576572	0.786462445227331
Q4G0J3	LARP7	0.710443748692903	6556.37155757231	8745.00263702869	-0.41572616736807	0.786494557087804
Q9BYT8	NLN	0.712261686017004	378896.977941176	361172.71875	0.0691127158877825	0.788344184296094
P35052	GPC1	0.713136759085311	82769.9978170956	87334.9716796875	-0.0774680698288106	0.78914968362322
P27918	CFP	0.715919031886651	20181.8509790757	15687.2846069336	0.363370883991104	0.792064901655677
P48740	MASP1	0.716199000529342	12869.1477481618	10731.9921875	0.261864182482666	0.792211035687732
Q70HW3	SLC25A26	0.717007690888721	5483.85994944853	4559.18310546875	0.266099972833636	0.792941824956829
P48200	IREB2	0.717496685558896	6444.09053308824	6985.87780761719	-0.116671146805916	0.79299148845451
Q9H2W6	MRPL46	0.717477112854759	88846.8800551471	81954.9013671875	0.116473278845815	0.79299148845451
Q9NR50	EIF2B3	0.71741726713631	60922.2672334559	62492.8330078125	-0.0367441963390245	0.79299148845451
Q99707	MTR	0.71809685019401	11602.9008214614	12617.0900878906	-0.12100802000381	0.793491094572878
Q96GZ6	SLC41A3	0.718371259138237	24164.7531020221	22570.2009277344	0.0984210735393656	0.793630611508257
P09382	LGALS1	0.718586370108152	1712886.68014706	1850033.40625	-0.111122391836686	0.793704574158633
P05089	ARG1	0.719342882232796	54742.1831341912	60473.6157226563	-0.143676725885742	0.79437638015277
P31040	SDHA	0.719543437398073	1579450.58088235	1498164.8125	0.0762254917957167	0.794434087828005
P16157	ANK1	0.719764211287666	809347.603860294	921776.4140625	-0.187658964558028	0.794514090226257
O94830	DDHD2	0.720037149269875	6612.06425572844	5640.74645996094	0.228958912063564	0.794651629303404
P02763	ORM1	0.720679503641347	1322179.93566176	1149951.6171875	0.201344109405689	0.795196725233098
P03905	MT-ND4	0.720969569756505	174178.511488971	194881.703125	-0.162039400697584	0.795348728711778
Q15785	TOMM34	0.721114201111276	18165.9040096507	17034.1469726563	0.0927187674407086	0.795348728711778
Q969Z0	TBRG4	0.72174528928093	26717.9455422794	24736.5170898438	0.111108373096641	0.795717125885562
Q96GW9	MARS2	0.721624866930325	13125.5103113511	15113.0993652344	-0.203521497786237	0.795717125885562
P04264	KRT1	0.722155326149407	2930705.02941176	3477219.875	-0.246686940288735	0.795951764586411
Q9BZE1	MRPL37	0.722255278636278	48618.037913603	46296.6103515625	0.070553940665724	0.795951764586411
P43121	MCAM	0.723320516802648	107850.819163603	81366.6486816406	0.406509928107588	0.7966742211686
Q92797	SYMPK	0.723350861952923	10911.2906422335	9770.64904785156	0.159147806209027	0.7966742211686
Q9H7Z7	PTGES2	0.723356993049108	321007.465992647	343050.484375	-0.09581825704524	0.7966742211686
P24311	COX7B	0.723581120302238	1843.77380371094	1404.10649108887	0.391982200674453	0.796757258264972
O00399	DCTN6	0.723934421289713	78746.4125689338	73644.5146484375	0.0966165393379441	0.796818716837681
Q15172	PPP2R5A	0.723914912872065	132414.837775735	127663.869140625	0.0527032143618699	0.796818716837681
P56962	STX17	0.724084319894079	4039.84734030331	4962.21337890625	-0.29697370368831	0.796819988018197
P27658	COL8A1	0.724274709978632	69590.6285615809	38684.02734375	0.84711774469687	0.796865808452563
Q5H9R7	PPP6R3	0.724465567646673	20962.7327090993	20331.6105957031	0.0440313381531127	0.796912124411341
P52294	KPNA1	0.7250070007802	55118.1169577206	52924.4658203125	0.0585645389101949	0.797343975195962
Q9BSH4	TACO1	0.726063123671103	67279.4551930147	70554.94140625	-0.0686015518781966	0.798341575021778
O95359	TACC2	0.726703353240839	26391.5675551471	27522.2592773438	-0.0605742790754839	0.798731364401825
Q9NQE9	HINT3	0.726715824172951	53938.1460248162	58522.6728515625	-0.117714379779607	0.798731364401825
Q96A26	FAM162A	0.72826071383787	363696.060661765	338334.25	0.104279805011771	0.800265157749635
A0A075B6S5	IGKV1-27	0.728798754802112	22957.6725356158	16167.0786132813	0.505828146432216	0.80069215124588
P15104	GLUL	0.729787015974705	36870.0900735294	40642.8217773438	-0.140585125543724	0.801449168629867
P80188	LCN2	0.729784784744778	11361.9400706572	13783.66015625	-0.278854501407331	0.801449168629867
P60983	GMFB	0.731076632759031	61580.6423483456	64394.83984375	-0.064490572877345	0.802700865277747
Q9HCC0	MCCC2	0.732443250203218	62363.2725183824	58452.32421875	0.0934115629562947	0.804036576093983
Q9HCH5	SYTL2	0.732964909860072	7162.01233628217	5225.84094238281	0.454425746227804	0.804444380684369
Q6ZSY5	PPP1R3F	0.733299670913551	4058.03295898438	3694.46856689453	0.135023280112893	0.804646935084779
O94829	IPO13	0.734573025442221	242559.622702206	253408.69140625	-0.0631322854639138	0.805879110647958
Q06432	CACNG1	0.735001447628488	132709.959788603	146684.666015625	-0.144451251092336	0.806184020259175
Q8TEA8	DTD1	0.735637213857607	49044.5389476103	45183.7299804688	0.118257201648211	0.806716183139243
P57721	PCBP3	0.736111392555303	107323.452435662	102044.65234375	0.0727506521685182	0.807070963962087
P62070	RRAS2	0.736565622886361	58626.6596966912	55994.8740234375	0.066236332162622	0.807403732719918
Q14116	IL18	0.737452862386411	94754.8848805147	80881.771484375	0.228367887503953	0.808210921400165
Q9UKY3	CES1P1	0.738481398352087	68044.2736098346	89435.8005371094	-0.394394824724852	0.809172601957892
Q9NY47	CACNA2D2	0.738698085757122	267163.236213235	255950.4609375	0.0618512540872781	0.809244508261943
O14880	MGST3	0.740066467895615	2376443.66176471	2201228.8125	0.110494426996973	0.810198279524116
P49356	FNTB	0.7397785280849	36722.5580193015	34910.9282226563	0.0729465168163254	0.810198279524116
Q13137	CALCOCO2	0.740173675563006	18889.9851217831	19332.68359375	-0.0334949710455674	0.810198279524116
Q9C0A0	CNTNAP4	0.740139967276203	9894.99162741268	6244.4384765625	0.663895623158259	0.810198279524116
O95155	UBE4B	0.74085247693417	17301.6581456801	16750.9621582031	0.0465802201953245	0.810775632060541
P62256	UBE2H	0.741614517647561	20725.7036707261	19667.9809570313	0.0754988703210801	0.81112689084416
Q13191	CBLB	0.741575074951648	7778.94370404412	6167.66015625	0.334617098694135	0.81112689084416
Q9NRD1	FBXO6	0.741627685524491	32724.3898207721	30756.095703125	0.0894470113922326	0.81112689084416
P36542	ATP5F1C	0.741913735634276	3966530.77941176	4216104.75	-0.0880333096368418	0.811274113450258
P04271	S100B	0.742321215185927	11803.2405431411	8571.08630371094	0.461464721180568	0.81155403056143
P78356	PIP4K2B	0.742708708793179	60949.9813878677	63805.8291015625	-0.0660850603689785	0.811811987962673
P00915	CA1	0.743297759607013	12975643.0661765	11098343.25	0.225461581063878	0.812030989868534
Q15118	PDK1	0.743363818240674	47181.2521829044	44669.8212890625	0.0788809286311644	0.812030989868534
Q16851	UGP2	0.743136036524481	5090641.92647059	5397255.25	-0.0843785943310212	0.812030989868534
O76074	PDE5A	0.743706716410972	8742.85390337776	13013.5347595215	-0.573947543245929	0.812037913948181
P05997	COL5A2	0.743992994105536	74549.8290441177	92030.5541992188	-0.303923548334253	0.812037913948181
P09972	ALDOC	0.743744472749593	1130602.16544118	1056851.921875	0.0973167488884288	0.812037913948181
Q13685	AAMP	0.744271068980255	31201.1668198529	28336.7629394531	0.13887410963504	0.812037913948181
Q96EL3	MRPL53	0.743833314724993	5937.43535299862	7077.45098876953	-0.253593782699747	0.812037913948181
Q9UII6	DUSP13	0.744279663521667	9935.34366383272	10980.1501464844	-0.14438739130036	0.812037913948181
Q8N4C8	MINK1	0.744602959039471	746231.220588235	711995.4375	0.067752697808157	0.812225219216951
Q5JTJ3	COA6	0.746684708809116	20355.4208984375	19202.2734375	0.0840607957825977	0.814330208691049
P0DP23;P0DP24;P0DP25	CALM1;CALM2;CALM3	0.747613788531	434575.922794118	413714.4921875	0.070969263354595	0.8149811140582
P16615	ATP2A2	0.747707376374968	9066618.53676471	9746926.875	-0.104382981666074	0.8149811140582
Q3SXM5	HSDL1	0.747737945789818	65268.5466452206	69874.3095703125	-0.0983948548515936	0.8149811140582
Q9ULZ3	PYCARD	0.747987730455011	17183.5081284467	25378.3104248047	-0.562628268172396	0.815087524826586
P12259	F5	0.748720061111433	18314.169318704	15993.322265625	0.195400403972597	0.815240568016029
Q4VC31	CCDC58	0.748736903983361	22188.0776654412	20642.9052734375	0.10406876467994	0.815240568016029
Q6NUQ1	RINT1	0.748317751634517	14144.0083582261	13085.9130859375	0.112066194903683	0.815240568016029
Q96RP9	GFM1	0.748612032859727	76637.3226102941	80123.333984375	-0.064193299518403	0.815240568016029
Q9Y371	SH3GLB1	0.749251836814725	81814.9147518382	85022.263671875	-0.0554937702443391	0.815635458202902
Q96CX6	LRRC58	0.749854004393537	1701.13011977252	1448.31353759766	0.231123762802181	0.815835661546572
Q96S66	CLCC1	0.749818039244466	7917.16440716912	7497.63757324219	0.0783553142886398	0.815835661546572
Q9BSK4	FEM1A	0.749892625995019	13244.2261029412	14004.87109375	-0.0806681689998073	0.815835661546572
Q9BX66	SORBS1	0.750212334862987	196076.109375	177191.65234375	0.146094982208377	0.815852106752135
Q9UI30	TRMT112	0.75017524601482	15861.7887178309	13535.6428222656	0.228685486194672	0.815852106752135
Q9Y5Y5	PEX16	0.752014615085613	25412.7932846967	36098.4548339844	-0.506422089951653	0.817646091539198
A0A0A0MT36;A0A0C4DH26	IGKV6D-21;IGKV6D-41	0.752228899910788	46327.758616728	31168.0279541016	0.571763721651807	0.817713112179807
Q96K19	RNF170	0.752558796389473	41879.7902113971	40300.734375	0.0554122892813525	0.817905756189573
Q9BQG2	NUDT12	0.753203785851902	10958.5751953125	9730.07275390625	0.171389473480667	0.818440706046378
O94903	PLPBP	0.753694935488723	135920.129136029	141856.29296875	-0.0616811940165471	0.818808308540477
Q96DD7	SHISA4	0.753893897833241	48421.3346737132	53805.2265625	-0.152130287979095	0.818858396328603
Q13085	ACACA	0.754362872537514	32962.6707261029	34933.87890625	-0.0838350011360472	0.81920168420504
Q9NVT9	ARMC1	0.754547592883664	44736.739085478	43075.0053710938	0.0545756318796659	0.819236208974015
Q9BQ95	ECSIT	0.754952802816976	13675.3567325368	12381.6364746094	0.143259945702862	0.819347887368736
Q9HCB6	SPON1	0.754956350952414	11714.7570513557	8634.58996582031	0.439960386710526	0.819347887368736
Q92572	AP3S1	0.755558601065523	26523.1876723346	23565.2124023438	0.170534270182068	0.819835411364798
Q92820	GGH	0.755975615275064	9891.71863511029	8981.8935546875	0.139040965237423	0.820121784331413
P13533	MYH6	0.756156372651218	11026204.5735294	10058098.25	0.13257857904347	0.820151789490297
O43674	NDUFB5	0.757942529455401	169529.588235294	185195.96484375	-0.127523363836254	0.821922698439794
Q9ULT8	HECTD1	0.758681479996895	65027.8697150735	63498.0673828125	0.0343227594525772	0.822557516361742
O00267	SUPT5H	0.758911435342628	18389.2019186581	17609.3596191406	0.062434498349471	0.822595505469004
Q8IWB9	TEX2	0.759033862401922	11051.2741268382	10803.0576171875	0.0326394720797619	0.822595505469004
Q8IZ81	ELMOD2	0.759177184812163	42629.1873851103	40136.3149414063	0.0868974461018593	0.822595505469004
Q8TD43	TRPM4	0.760287150185659	10349.3732622932	11842.9489746094	-0.194606776715949	0.823631600312351
Q7L592	NDUFAF7	0.760781338533197	36693.8987821691	34899.9614257813	0.0722734219832578	0.824000329664847
O95139	NDUFB6	0.761911420403475	186556.119485294	205316.67578125	-0.138248149520217	0.824724081451084
Q8TDD1	DDX54	0.761640260015404	32170.0001148897	24095.5390625	0.416889991199114	0.824724081451084
Q9UDW1	UQCR10	0.761819844299057	1601230.08639706	1734992	-0.115749213432928	0.824724081451084
P02549	SPTA1	0.762242203690405	410665.674172794	459550.37109375	-0.162261779137133	0.824915451549393
P20936	RASA1	0.762455600031113	19474.7825137868	18128.7397460938	0.103249001738366	0.824979731239482
Q9UKY7	CDV3	0.762692985794751	44465.3304227941	46639.134765625	-0.0688910507945158	0.825069936369645
Q8IWR0	ZC3H7A	0.763462565965467	7625.6103515625	8788.06909179688	-0.204857553063116	0.825735708838483
Q93008	USP9X	0.763631762785332	99742.1801470588	97953.265625	0.0260954184647129	0.825751988946513
Q7Z460	CLASP1	0.764130997635776	77477.5229779412	79399.583984375	-0.0353717878079751	0.826125076555974
Q8WU90	ZC3H15	0.764667073726402	42692.3643152574	43557.0908203125	-0.0289626595117944	0.826537835745023
Q9H2T7	RANBP17	0.764883113288855	20968.9280215993	31287.865234375	-0.577396227207897	0.826604566852612
O95477	ABCA1	0.765459707831116	41171.340647978	46156.517578125	-0.164925208325934	0.826894062280961
P08397	HMBS	0.765361249338223	105425.108455882	98113.251953125	0.103683884937145	0.826894062280961
Q9GZY8	MFF	0.766009078037018	18119.8418543199	17153.0935058594	0.079017474077078	0.827320691742803
Q9UIF9	BAZ2A	0.766447453825227	6758.94953469669	6209.64581298828	0.122055747882359	0.827627294928792
Q9Y3L3	SH3BP1	0.766771568500379	16744.5994514017	19145.07421875	-0.193352741333174	0.827810417665564
A6NED2	RCCD1	0.767136809098337	1585.14463177849	1328.02014160156	0.254251511611981	0.828037857412813
Q9NQY0	BIN3	0.76746231524798	14923.5979434743	13780.6301269531	0.11484885430984	0.828222325298837
P78417	GSTO1	0.767994217471844	3985142.81617647	3706501.25	0.104573040062813	0.828374289829193
Q15323	KRT31	0.768269133087011	17542.1271003274	10205.2783203125	0.781366805846827	0.828374289829193
Q5VST9	OBSCN	0.768376301318137	1581627.45588235	1650569.3125	-0.0615547765934629	0.828374289829193
Q96IG2	FBXL20	0.76834752134337	16691.3543198529	24774.1328125	-0.569791773026298	0.828374289829193
Q9UGJ1	TUBGCP4	0.768042723352733	15673.0535614911	14064.025390625	0.156174128618531	0.828374289829193
Q15057	ACAP2	0.769801740514686	20567.299431296	27078.2922973633	-0.396837660684823	0.829744049081926
P11597	CETP	0.772432116213595	5402.50946403952	6346.17181396484	-0.232484201620532	0.832411757504773
O14787	TNPO2	0.773169980219737	27929.7301815257	26520.234375	0.0746537121429535	0.83298469821168
Q9UIJ7	AK3	0.773274762778922	1054078.60661765	1135450.265625	-0.107283327679586	0.83298469821168
P02774	GC	0.774460774686131	1206223.56066176	1347556.5	-0.159849513644029	0.834022524375673
Q7L5Y1	ENOSF1	0.774549572292136	15491.765222886	16324.0104980469	-0.0755823768630624	0.834022524375673
P02008	HBZ	0.775595464448479	3389.43416281307	2437.68548583984	0.474940740214459	0.834830002474256
P13807	GYS1	0.775611148462642	1627320.19117647	1738963.34375	-0.0957302081813981	0.834830002474256
Q13336	SLC14A1	0.777088716775808	25438.1147748162	21488.8969726563	0.243333189904443	0.836252361544396
Q9UKP3	ITGB1BP2	0.777387481264355	39690.952248966	38586.7626953125	0.0406667759364903	0.836405852005052
Q16586	SGCA	0.777819814144843	581518.992647059	553544.078125	0.0711255033406702	0.836702960717656
Q9BUM1	G6PC3	0.779365115659424	23890.7425321691	20500.408203125	0.220728684789494	0.83819693326391
P07942	LAMB1	0.779699363704051	291363.686121324	313810.83203125	-0.107078669556232	0.838388095416018
Q13332	PTPRS	0.780135683676322	25600.5975126379	28999.1293945313	-0.179881854537202	0.838688913797724
O00483	NDUFA4	0.780467614118558	771052.174632353	687805.0703125	0.164826637404568	0.838709129154085
Q9Y4G6	TLN2	0.780459041729376	155908.534007353	164147.4375	-0.0743011178333542	0.838709129154085
Q03154	ACY1	0.780813666360718	247391.572610294	260465.140625	-0.0742994853435874	0.838912717748569
P83111	LACTB	0.78170672900763	318580.011948529	331223.8203125	-0.0561550316871317	0.839703819389187
P00395	MT-CO1	0.783179564602563	76812.3245634191	84933.3271484375	-0.145009942383508	0.840882555705891
P42336	PIK3CA	0.783112669944342	10134.8268324908	9816.57568359375	0.0458827188097908	0.840882555705891
P49913	CAMP	0.783274958553742	29997.9273753447	32942.9133300781	-0.135149114497736	0.840882555705891
Q9HBY0	NOX3	0.783654352007545	35771.3299057905	39845.20703125	-0.155638644492341	0.8411212910648
Q99685	MGLL	0.784076014051495	98408.2566636029	103705.0078125	-0.0756482026526681	0.841405289918641
Q6PD74	AAGAB	0.784285787978784	13193.0797334559	11796.6857910156	0.161277488828716	0.841461839816212
Q6NXE6	ARMC6	0.784644546771885	11912.3370863971	13279.8408203125	-0.156890003801569	0.841678181228872
P51449	RORC	0.786176841954088	491.857492839589	704.361511230469	-0.520122475495774	0.843078441459991
Q9H3S4	TPK1	0.786264680517849	13083.6186810662	12007.6501464844	0.123687626669715	0.843078441459991
Q9Y6H1	CHCHD2	0.78670241396385	87756.1300551471	94837.525390625	-0.111973325114873	0.843378993717099
P45984	MAPK9	0.786879286441923	43531.1946231618	44587.740234375	-0.0346298273303297	0.843399827424846
O43665	RGS10	0.787573702611905	6787.19990808824	7943.36499023438	-0.227115400095863	0.843963966013816
P20810	CAST	0.787720707498429	112880.134420956	107142.654296875	0.0752452037397952	0.843963966013816
P19237	TNNI1	0.788491781820872	54427882.5294118	59091846.5	-0.118613194987941	0.844299201331117
P26927	MST1	0.788323327394584	7014.63256835938	5675.61767578125	0.305335958038789	0.844299201331117
Q96EY8	MMAB	0.788506422299716	29677.8566176471	27661.1337890625	0.101474455240809	0.844299201331117
Q9NNW7	TXNRD2	0.789151749392238	28961.473058364	30861.9711914063	-0.0917419738268755	0.844821327237054
Q9Y6W3	CAPN7	0.78971465970529	50458.5213694853	49096.6953125	0.0394426255702226	0.845255031376871
P35237	SERPINB6	0.792215628556635	909703.290441177	882333.8125	0.0440698638850864	0.847593193964029
Q08495	DMTN	0.792079029032373	71635.7128331802	64503.2119140625	0.151285632374051	0.847593193964029
P07203	GPX1	0.79252475866263	446170.230698529	429400.15625	0.0552681815647955	0.847754619040677
P10645	CHGA	0.79270312664547	294633.555147059	274076.2265625	0.104339287281446	0.847776132848829
P02452	COL1A1	0.793143125875216	4203951.02022059	3040609.16796875	0.467384998238448	0.847784313903649
P14324	FDPS	0.793185548121167	139287.692325368	134355.95703125	0.0519967584839052	0.847784313903649
P54922	ADPRH	0.792976045647207	41944.8676470588	39797.3662109375	0.0757850870675176	0.847784313903649
P04217	A1BG	0.793643286017378	490669.638786765	444883.69921875	0.141320523181153	0.847884478363802
Q6Y288	B3GLCT	0.793529645531159	14243.3711224724	13319.2912597656	0.0966650153851309	0.847884478363802
Q99614	TTC1	0.793754089788028	3267.75881060432	3034.27191162109	0.106475739227749	0.847884478363802
P0CW19;P0CW20	LIMS3;LIMS4	0.794303649633289	29496.2262178309	26363.2827148438	0.16194563988729	0.848302362656604
P01270	PTH	0.794527271916341	2645.33724529603	3205.28829956055	-0.27745249553258	0.848372054147068
Q4ZHG4	FNDC1	0.798060763444851	34061.4721679688	43151.4111328125	-0.341300381006275	0.851975191266255
P62857	RPS28	0.798444182686278	636575.500919118	672703.6875	-0.07964167625215	0.852214681540225
P01817	IGHV2-5	0.798754175172083	11158.2466035731	9254.95153808594	0.269657125251911	0.852375720397779
Q6ICL3	TANGO2	0.799274524759219	69552.82421875	65044.0732421875	0.0966693111872424	0.852591324001421
Q9NPC6	MYOZ2	0.799134665718679	2779530.99264706	2515244.0625	0.144142498777281	0.852591324001421
P15090	FABP4	0.800458796155773	1084297.58547794	895387.421875	0.276175190482046	0.853678599362662
Q9Y2Q0	ATP8A1	0.800612522530896	15709.1686580882	16196.0541992188	-0.0441246161680717	0.853678599362662
Q9H4E7	DEF6	0.801187173079852	20188.2843232996	13995.197265625	0.528483406692227	0.85412133058483
Q9NWT6	HIF1AN	0.801616140910219	25387.6205193015	26831.9672851563	-0.0798814185261784	0.854408608606455
P49411	TUFM	0.802057860664608	2236345.55147059	2160147.28125	0.0500127768993319	0.854709361364692
P35555	FBN1	0.802486493339546	2793805.76102941	2205874.0859375	0.340880624595661	0.854996051077953
P00846	MT-ATP6	0.802676028331661	2518517.36764706	2676151.25	-0.0875855154014046	0.855027934733089
P20742	PZP	0.803418101948379	14531.5492015165	12123.0947265625	0.261311487023301	0.855470001698949
P31321	PRKAR1B	0.803314058263214	14758.5003015855	13613.5159912109	0.116400433945132	0.855470001698949
Q9Y3D6	FIS1	0.803570104265281	59093.6893382353	60862.09375	-0.0425635976910214	0.855470001698949
Q02413	DSG1	0.804139523093413	22457.9397403493	25319.8901367188	-0.173102539504456	0.855906104750927
P02730	SLC4A1	0.805038096412237	3064170.48529412	3360071.125	-0.132995632614588	0.856692308796256
P46100	ATRX	0.805730214132695	381716.661534926	312424.5234375	0.288989841563684	0.857258541630357
P69891	HBG1	0.805923883360188	28368967.3823529	24806211.5	0.193612161839111	0.857294329459994
O43866	CD5L	0.806329757525558	133498.556066177	116055.71484375	0.201994140688554	0.857555789371534
P16112	ACAN	0.807444559914196	38620.022781905	30258.3671875	0.351967198465669	0.858570962179505
Q9H9G7	AGO3	0.808569788510106	16695.1555606618	17214.66796875	-0.0442926225497275	0.859596816243032
P26232	CTNNA2	0.809279601315801	6750.1486806589	7984.1171875	-0.242394300691432	0.860180719096974
Q9BTE6	AARSD1	0.809941884800713	135682.962316177	139450.287109375	-0.0395216770464475	0.8607138815468
A2RRP1	NBAS	0.810296973177191	36491.9647288603	35830.681640625	0.026343074549206	0.860920445321343
P01023	A2M	0.810738308957975	3046051.29779412	2806304.96875	0.118267924959571	0.861218544732872
O60503	ADCY9	0.81097214159788	2892.40048038258	2620.6506652832	0.141791861601157	0.861250759026238
P17936	IGFBP3	0.811090177205034	31551.372644761	28545.6450195313	0.144381570129614	0.861250759026238
P48506	GCLC	0.815285746100243	159199.437040441	150340.25	0.0825943300782508	0.865534233424296
Q8IYL2	TRMT44	0.81590786785282	3348.37326856922	3965.18200683594	-0.244290518890421	0.866023072733814
P08133	ANXA6	0.816568186566237	4903608.16176471	4802138.875	0.0301662740673204	0.866263645225336
P53597	SUCLG1	0.816387963200216	590758.852941177	570075.875	0.0514128640115764	0.866263645225336
Q567U6	CCDC93	0.816619639422802	36226.2997472427	42505.8361816406	-0.230657429486477	0.866263645225336
Q17RY0	CPEB4	0.817271819969771	8087.88572782629	7775.3115234375	0.0566765985449972	0.866612260407375
Q96K21	ZFYVE19	0.817263601970737	1992.83010725414	1617.1778717041	0.300448523843451	0.866612260407375
Q08752	PPID	0.81752393066718	51427.5065487132	49321.791015625	0.0602857671856256	0.866708034154776
P01859	IGHG2	0.818569891991447	3553836.84558824	3169801.09375	0.164984680998006	0.867645213968774
Q96J02	ITCH	0.819678850386091	20486.1379825368	19798.7790527344	0.0491637039250268	0.868605656432477
Q99643	SDHC	0.819800298473512	174736.698988971	165903.498046875	0.0748296398362772	0.868605656432477
Q9UQN3	CHMP2B	0.820334058154998	44686.5369944853	46752.90625	-0.0652466593155618	0.868999317685649
P68400	CSNK2A1	0.820640570953142	104275.315946691	101190.884765625	0.0433040879085671	0.869152142861997
P04196	HRG	0.821170872901729	539115.178308824	499596.7109375	0.109826661133402	0.869541879054075
O75879	GATB	0.821702452851331	44695.8448988971	50799.1904296875	-0.184693186045884	0.869760924703533
Q9NRX1	PNO1	0.821638524634279	14261.8361672794	13205.0234375	0.110963624761863	0.869760924703533
P08514	ITGA2B	0.822444631005954	69295.3069852941	62479.3139648438	0.149355946286703	0.87037453344506
Q9UKL6	PCTP	0.822723383194379	32642.4089499081	28195.0070800781	0.211256656707204	0.870497563454925
Q8NDH3	NPEPL1	0.823139109486579	71767.2332261029	74341.220703125	-0.050856481172223	0.870765444217932
P30533	LRPAP1	0.823794709144657	56090.6008731618	54123.75390625	0.0514704778133599	0.871286921399393
P20851	C4BPB	0.826878064756803	34892.6628561581	30813.9365234375	0.179293882678729	0.874375403257441
Q86X55	CARM1	0.827577753658011	137024.673713235	133064.814453125	0.0422957189938602	0.874823218773437
Q9BRZ2	TRIM56	0.827704587219096	6654.32426183364	5824.35540771484	0.191946097763235	0.874823218773437
Q9UBV8	PEF1	0.827791468352166	9432.4291417739	9790.97241210938	-0.053970136116295	0.874823218773437
P20908	COL5A1	0.828202070844338	418383.642463235	521518.887695313	-0.317895822012656	0.875084515485822
Q08257	CRYZ	0.828810280594506	377798.034926471	362824.0390625	0.0583411760305148	0.875209279153315
